SKU,SKUName,Category,Subcat,UnitsSold,AvgSellPrice,AvgUnitCost,UnitMargin,TotalMargin,Revenue,VendorID,VendorName,Region,Terms
SKU000369,Alone Soap,Personal Care,Soap,2117.0,7.792393333333334,8.72176123287671,2.6063816768916164,5517.710009979552,16496.49668666667,V0030,Ali PLC,QLD,Net45
SKU000267,Evidence Chips,Snacks,Chips,1159.0,5.4751675,7.477174368932039,0.28915584355828283,335.13162268404983,6345.7191325,V0044,Taylor-Le,TAS,Net30
SKU000445,Design Juice,Beverages,Juice,860.0,4.9287125000000005,6.645199542072124,-0.2572991564417171,-221.2772745398767,4238.69275,V0019,Stewart-Washington,WA,Net45
SKU000145,We Juice,Beverages,Juice,876.0,9.21813125,9.803457762991128,4.032119593558283,3532.1367639570562,8075.082975,V0016,"Zhang, Jones and Castro",TAS,Net30
SKU000336,Cut Wet Food,Pet,Wet Food,1051.0,5.751510000000001,4.654439278350516,0.565498343558283,594.3387590797554,6044.83701,V0011,Martin-Chandler,VIC,Net30
SKU000408,Establish Spray,Cleaning,Spray,1042.0,5.062947142857142,5.884605220633934,-0.12306451358457515,-128.23322315512732,5275.590922857143,V0029,"Roach, Mullen and Russell",QLD,Net60
SKU000509,Together Shampoo,Personal Care,Shampoo,1269.0,9.005240714285714,5.195273672971323,3.8192290578439962,4846.601674404032,11427.650466428571,V0034,Schroeder-Webb,NSW,Net45
SKU000112,Compare Soap,Personal Care,Soap,666.0,8.823633749999999,4.63518727705113,3.6376220935582815,2422.6563143098156,5876.5400775,V0015,"Novak, Shannon and Fischer",WA,Net30
SKU000238,After Detergent,Cleaning,Detergent,1088.0,7.546931249999999,6.037682194417709,2.3609195935582816,2568.6805177914102,8211.061199999998,V0042,"Mejia, Washington and Orr",TAS,Net30
SKU000457,Range Chips,Snacks,Chips,730.0,11.57576875,6.3400030699260945,6.389757093558282,4664.522678297546,8450.3111875,V0011,Martin-Chandler,VIC,Net30
SKU000344,Doctor Bars,Snacks,Bars,1520.0,4.911161666666667,7.481094636015325,-0.27484998977505093,-417.77198445807744,7464.965733333333,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000009,When Spray,Cleaning,Spray,1628.0,9.774987142857142,10.043728227194492,4.588975486415425,7470.852091884311,15913.679068571428,V0046,Baker LLC,TAS,Net30
SKU000185,Here Soap,Personal Care,Soap,1698.0,4.305438125,5.740450909090909,-0.8805735314417173,-1495.213856388036,7310.63393625,V0078,"Jacobs, Lewis and Cole",VIC,Net45
SKU000565,Place Wipes,Cleaning,Wipes,930.0,8.449945,8.117759255583127,3.263933343558282,3035.4580095092024,7858.44885,V0053,Ryan-Nguyen,QLD,Net30
SKU000299,Notice Wipes,Cleaning,Wipes,328.0,8.6808075,8.4527,3.4947958435582827,1146.2930366871167,2847.30486,V0028,Vega Ltd,TAS,Net45
SKU000230,Home Soap,Personal Care,Soap,827.0,1.29723,8.11073914893617,-3.8887816564417177,-3216.0224298773005,1072.8092100000001,V0058,"Schroeder, Gibbs and Smith",NSW,Net30
SKU000298,He Dry Food,Pet,Dry Food,1515.0,8.4038,2.7039312649164677,3.217788343558283,4874.949340490798,12731.757000000001,V0040,"Pruitt, Mendoza and Benton",QLD,Net30
SKU000080,Dinner Treats,Pet,Treats,871.0,9.069873,6.873642497868714,3.883861343558282,3382.8432302392634,7899.859382999999,V0045,Jennings-Finley,WA,Net45
SKU000007,Need Nuts,Snacks,Nuts,718.0,5.104273333333333,4.481339074486513,-0.08173832310838414,-58.688115991819814,3664.8682533333335,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000296,Place Soap,Personal Care,Soap,1022.0,7.095044,6.682828001733854,1.909032343558282,1951.0310551165644,7251.134967999999,V0040,"Pruitt, Mendoza and Benton",QLD,Net30
SKU000093,Among Detergent,Cleaning,Detergent,1695.0,8.5441975,5.447805090497737,3.3581858435582816,5692.125004831288,14482.414762499999,V0018,"Ortiz, Diaz and Hayes",NSW,Net60
SKU000491,Prove Coffee,Beverages,Coffee,680.0,5.795617142857142,7.526552332912988,0.6096054864154246,414.5317307624887,3941.0196571428564,V0067,Kelly LLC,VIC,Net60
SKU000039,Put Coffee,Beverages,Coffee,1734.0,8.226237142857142,3.6638149122807016,3.040225486415425,5271.750993444347,14264.295205714285,V0032,"Bennett, Wright and Walter",WA,Net45
SKU000421,Decide Wipes,Cleaning,Wipes,994.0,10.946674166666668,9.438776552930884,5.76066251022495,5726.098535163601,10880.994121666668,V0041,Pope-Keith,NSW,Net60
SKU000187,He Dry Food,Pet,Dry Food,669.0,7.666980833333334,9.355404964539007,2.480969176891616,1659.768379340491,5129.2101775,V0073,"Hamilton, Wright and Padilla",VIC,Net30
SKU000036,Resource Treats,Pet,Treats,1522.0,7.993492142857143,8.025622962066182,2.8074804864154252,4272.985300324277,12166.09504142857,V0035,Williams-Scott,VIC,Net60
SKU000019,Believe Wipes,Cleaning,Wipes,317.0,7.07745,4.624116930572472,1.8914383435582822,599.5859549079755,2243.55165,V0067,Kelly LLC,VIC,Net60
SKU000411,House Nuts,Snacks,Nuts,747.0,6.320208333333333,6.700035854063018,1.1341966768916159,847.244917638037,4721.195625,V0003,Morton-Hunt,SA,Net60
SKU000506,Strategy Detergent,Cleaning,Detergent,1211.0,9.88819875,6.8432610581506195,4.702187093558283,5694.348570299081,11974.608686250001,V0010,Martinez Inc,SA,Net60
SKU000530,Get Nuts,Snacks,Nuts,961.0,8.6335525,4.453280729166667,3.447540843558283,3313.08675065951,8296.843952500001,V0035,Williams-Scott,VIC,Net60
SKU000386,Southern Wipes,Cleaning,Wipes,559.0,8.51847,6.665900474120901,3.332458343558283,1862.8442140490802,4761.82473,V0008,Fernandez-Benson,TAS,Net30
SKU000538,Action Soap,Personal Care,Soap,1017.0,8.843789000000001,7.217338220873221,3.6577773435582834,3719.9595583987743,8994.133413000001,V0077,"Miller, Castillo and Vasquez",SA,Net45
SKU000407,Tree Wipes,Cleaning,Wipes,1154.0,5.478853333333334,3.405529952021933,0.29284167689161666,337.9392951329256,6322.596746666668,V0075,Ross LLC,NSW,Net45
SKU000569,Democrat Treats,Pet,Treats,1155.0,11.423384166666665,5.053034776902886,6.237372510224947,7204.1652493098145,13194.008712499997,V0033,Hoffman Group,QLD,Net60
SKU000172,Product Shampoo,Personal Care,Shampoo,462.0,7.917176666666666,6.199591834570519,2.7311650102249487,1261.7982347239263,3657.73562,V0049,Thomas Group,NSW,Net45
SKU000051,Class Wet Food,Pet,Wet Food,2420.0,5.762850555555556,7.23639234793983,0.576838899113838,1395.950135855488,13946.098344444445,V0009,"Crane, Richardson and Moore",TAS,Net45
SKU000124,Key Soap,Personal Care,Soap,1734.0,6.654806818181817,6.268341612522151,1.4687951617400996,2546.890810457333,11539.435022727272,V0066,"Lopez, Jensen and Nguyen",SA,Net30
SKU000319,No Soap,Personal Care,Soap,423.0,12.347358749999998,5.7109737790422,7.16134709355828,3029.2498205751526,5222.9327512499995,V0001,Butler Group,QLD,Net30
SKU000513,Threat Water,Beverages,Water,1254.0,6.1565778571428575,6.172869049489395,0.97056620070114,1217.0900156792295,7720.3486328571435,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000584,White Soap,Personal Care,Soap,701.0,8.5163325,7.372605401745411,3.330320843558283,2334.5549113343563,5969.9490825,V0014,Deleon and Sons,WA,Net30
SKU000005,Idea Detergent,Cleaning,Detergent,1243.0,8.773339285714286,6.672562941176471,3.5873276292725684,4459.048243185803,10905.260732142857,V0053,Ryan-Nguyen,QLD,Net30
SKU000346,Me Soap,Personal Care,Soap,1735.0,5.63103,8.008232986627043,0.4450183435582824,772.1068260736199,9769.83705,V0014,Deleon and Sons,WA,Net30
SKU000137,Use Treats,Pet,Treats,421.0,6.6333969999999995,6.798704265611257,1.447385343558282,609.3492296380367,2792.660137,V0033,Hoffman Group,QLD,Net60
SKU000316,Both Chips,Snacks,Chips,1252.0,9.900438333333332,10.053410385925085,4.714426676891614,5902.462199468301,12395.34879333333,V0047,"Wright, Sosa and Fisher",NSW,Net60
SKU000288,Sister Chips,Snacks,Chips,1308.0,9.157042500000001,5.319046305418719,3.9710308435582835,5194.108343374235,11977.411590000002,V0011,Martin-Chandler,VIC,Net30
SKU000473,Up Dry Food,Pet,Dry Food,1585.0,6.636603125,4.9546491388044585,1.4505914685582821,2299.1874776648774,10519.015953125,V0008,Fernandez-Benson,TAS,Net30
SKU000535,Culture Spray,Cleaning,Spray,1482.0,6.4857,8.25375798983625,1.299688343558282,1926.138125153374,9611.8074,V0004,"Rose, Kramer and Smith",QLD,Net45
SKU000418,Capital Treats,Pet,Treats,529.0,6.08969875,6.731809079033312,0.9036870935582826,478.0504724923315,3221.45063875,V0004,"Rose, Kramer and Smith",QLD,Net45
SKU000340,Create Juice,Beverages,Juice,687.0,6.098331250000001,6.538293671341244,0.9123195935582835,626.7635607745408,4189.5535687500005,V0026,Sanchez-Jackson,TAS,Net45
SKU000317,Difference Juice,Beverages,Juice,1666.0,7.189181,4.851842843556823,2.003169343558282,3337.2801263680976,11977.175545999999,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000252,Brother Nuts,Snacks,Nuts,1335.0,7.598072857142857,2.4602749999999998,2.4120612007011397,3220.1017029360214,10143.427264285714,V0022,Pierce Ltd,WA,Net30
SKU000376,Part Toothpaste,Personal Care,Toothpaste,2024.0,9.498436875,7.2132452798940045,4.312425218558282,8728.348642361963,19224.836235,V0068,"Kaiser, Rodriguez and Jones",QLD,Net45
SKU000490,Against Wipes,Cleaning,Wipes,1814.0,6.057662500000002,5.136073106646058,0.8716508435582844,1581.1746302147278,10988.599775000004,V0007,"Townsend, Russell and Ramos",NSW,Net45
SKU000167,Class Detergent,Cleaning,Detergent,176.0,6.8175,7.96613625,1.6314883435582823,287.1419484662577,1199.8799999999999,V0035,Williams-Scott,VIC,Net60
SKU000049,You Treats,Pet,Treats,432.0,8.82417625,5.5232495373226405,3.638164593558283,1571.6871044171783,3812.0441400000004,V0062,Parker LLC,VIC,Net60
SKU000196,Read Soap,Personal Care,Soap,822.0,6.68250875,5.1128724252491695,1.4964970935582826,1230.1206109049083,5493.0221925000005,V0019,Stewart-Washington,WA,Net45
SKU000305,Catch Tea,Beverages,Tea,1397.0,5.018142142857143,3.405060638820639,-0.16786951358457447,-234.51371047765053,7010.344573571429,V0001,Butler Group,QLD,Net30
SKU000304,Page Detergent,Cleaning,Detergent,965.0,9.293987999999999,9.13917582322357,4.107976343558281,3964.1971715337413,8968.698419999999,V0026,Sanchez-Jackson,TAS,Net45
SKU000314,Develop Chips,Snacks,Chips,910.0,11.47632625,8.426852026431717,6.290314593558282,5724.186280138037,10443.4568875,V0052,Rios and Sons,VIC,Net30
SKU000092,Particularly Wet Food,Pet,Wet Food,600.0,5.181467499999999,3.9256971830985914,-0.00454415644171835,-2.72649386503101,3108.8804999999998,V0017,"Wilcox, Harris and Leblanc",WA,Net45
SKU000075,If Detergent,Cleaning,Detergent,493.0,6.24003875,7.0378147458284825,1.0540270935582825,519.6353571242332,3076.33910375,V0034,Schroeder-Webb,NSW,Net45
SKU000551,Interview Tea,Beverages,Tea,824.0,5.94126,10.706313085234093,0.7552483435582822,622.3246350920246,4895.598239999999,V0070,"Howell, Smith and Newman",QLD,Net45
SKU000212,Land Detergent,Cleaning,Detergent,1101.0,10.050529999999998,11.149941341653665,4.864518343558281,5355.834696257667,11065.63353,V0027,Waters LLC,NSW,Net60
SKU000020,On Detergent,Cleaning,Detergent,952.0,10.325334999999999,8.297176034236806,5.1393233435582815,4892.635823067484,9829.71892,V0052,Rios and Sons,VIC,Net30
SKU000070,Reduce Wipes,Cleaning,Wipes,1191.0,8.952396666666667,7.694710875331565,3.7663850102249494,4485.764547177915,10662.30443,V0062,Parker LLC,VIC,Net60
SKU000330,Positive Water,Beverages,Water,961.0,9.04115125,5.35840687538367,3.855139593558283,3704.7891494095097,8688.546351250001,V0013,Harrison and Sons,VIC,Net60
SKU000255,Develop Treats,Pet,Treats,665.0,6.082158333333333,3.568977364223319,0.8961466768916155,595.9375401329244,4044.6352916666665,V0065,"Collins, Lyons and Fox",TAS,Net30
SKU000202,Word Nuts,Snacks,Nuts,546.0,6.388106666666666,1.8425334987593054,1.2020950102249488,656.3438755828221,3487.90624,V0032,"Bennett, Wright and Walter",WA,Net45
SKU000301,Teacher Nuts,Snacks,Nuts,1343.0,8.765294285714287,3.240917232640649,3.5792826292725692,4806.97657111306,11771.790225714287,V0003,Morton-Hunt,SA,Net60
SKU000139,Affect Wipes,Cleaning,Wipes,1001.0,10.367436999999999,6.40423785151856,5.181425343558281,5186.60676890184,10377.804436999999,V0003,Morton-Hunt,SA,Net60
SKU000480,Phone Detergent,Cleaning,Detergent,1158.0,11.739256666666668,8.32851775480059,6.55324501022495,7588.657721840493,13594.059220000001,V0051,Hartman-Jones,WA,Net45
SKU000352,Describe Water,Beverages,Water,901.0,11.851733,7.490770929466053,6.665721343558282,6005.814930546012,10678.411433,V0031,Ware Group,QLD,Net30
SKU000429,Foot Spray,Cleaning,Spray,863.0,9.129533,5.241912934690415,3.9435213435582828,3403.2589194907982,7878.786979,V0009,"Crane, Richardson and Moore",TAS,Net45
SKU000234,Treat Wet Food,Pet,Wet Food,932.0,8.4310425,6.290110048848569,3.2450308435582826,3024.3687461963195,7857.73161,V0038,Lucero Ltd,NSW,Net45
SKU000209,Daughter Wipes,Cleaning,Wipes,851.0,2.9846200000000005,5.218030463215259,-2.201391656441717,-1873.3842996319013,2539.9116200000003,V0029,"Roach, Mullen and Russell",QLD,Net60
SKU000134,Pattern Coffee,Beverages,Coffee,664.0,6.613856,5.3112,1.4278443435582826,948.0886441226996,4391.600384,V0054,Barron-Howell,SA,Net60
SKU000574,Without Chips,Snacks,Chips,1113.0,8.1624225,5.334004036281179,2.9764108435582823,3312.7452688803683,9084.7762425,V0037,Jones-Morgan,VIC,Net60
SKU000037,Government Water,Beverages,Water,1711.0,4.2202150000000005,4.663019036144578,-0.9657966564417171,-1652.4780791717778,7220.787865000001,V0032,"Bennett, Wright and Walter",WA,Net45
SKU000595,International Toothpaste,Personal Care,Toothpaste,1236.0,8.11466357142857,7.875872188633616,2.928651914986853,3619.8137669237503,10029.724174285713,V0016,"Zhang, Jones and Castro",TAS,Net30
SKU000567,Big Coffee,Beverages,Coffee,2270.0,8.365454,8.319721626124625,3.179442343558282,7217.3341198773005,18989.580579999998,V0030,Ali PLC,QLD,Net45
SKU000131,Suffer Treats,Pet,Treats,1283.0,5.916269285714286,4.98829758932415,0.7302576292725682,936.920538356705,7590.573493571429,V0004,"Rose, Kramer and Smith",QLD,Net45
SKU000424,Goal Wet Food,Pet,Wet Food,1501.0,5.0032939999999995,5.435882623318386,-0.1827176564417181,-274.25920231901887,7509.944293999999,V0057,Munoz PLC,TAS,Net30
SKU000264,He Shampoo,Personal Care,Shampoo,865.0,6.980930000000001,3.6879210075026796,1.7949183435582832,1552.604367177915,6038.50445,V0021,"Baldwin, Haas and Smith",QLD,Net30
SKU000586,Help Shampoo,Personal Care,Shampoo,298.0,7.6185599999999996,5.0173225890529976,2.432548343558282,724.8994063803681,2270.33088,V0060,"Thompson, Dawson and King",NSW,Net30
SKU000268,Policy Juice,Beverages,Juice,399.0,1.7378399999999998,8.882190301724139,-3.4481716564417177,-1375.8204909202454,693.39816,V0035,Williams-Scott,VIC,Net60
SKU000394,Cause Chips,Snacks,Chips,828.0,10.936366666666666,9.059495301418439,5.750355010224949,4761.2939484662575,9055.311599999999,V0034,Schroeder-Webb,NSW,Net45
SKU000163,Require Treats,Pet,Treats,1491.0,9.621452999999999,7.146983865898376,4.435441343558281,6613.2430432453975,14345.586422999999,V0021,"Baldwin, Haas and Smith",QLD,Net30
SKU000587,Usually Spray,Cleaning,Spray,325.0,10.79565,6.6972023233760085,5.609638343558283,1823.1324616564418,3508.58625,V0048,"Sullivan, Benjamin and Whitehead",SA,Net60
SKU000447,Modern Spray,Cleaning,Spray,728.0,11.528898333333332,7.821419131975199,6.342886676891615,4617.621500777095,8393.037986666666,V0014,Deleon and Sons,WA,Net30
SKU000404,Serious Detergent,Cleaning,Detergent,1401.0,8.175392142857143,5.033560579243765,2.989380486415426,4188.122061468011,11453.724392142858,V0027,Waters LLC,NSW,Net60
SKU000561,Bed Chips,Snacks,Chips,1216.0,3.5022575000000002,7.234256341719078,-1.6837541564417173,-2047.4450542331283,4258.7451200000005,V0049,Thomas Group,NSW,Net45
SKU000439,Rest Soap,Personal Care,Soap,784.0,8.202819000000002,9.746528096676736,3.016807343558284,2365.176957349695,6431.010096000001,V0026,Sanchez-Jackson,TAS,Net45
SKU000239,What Tea,Beverages,Tea,687.0,5.6998516666666665,9.887205407354001,0.513840010224949,353.0080870245399,3915.798095,V0045,Jennings-Finley,WA,Net45
SKU000276,Word Water,Beverages,Water,1205.0,7.846760999999999,5.424926200873362,2.6607493435582814,3206.2029589877293,9455.347005,V0022,Pierce Ltd,WA,Net30
SKU000168,Head Toothpaste,Personal Care,Toothpaste,1430.0,7.497280000000001,6.130802587244284,2.3112683435582833,3305.113731288345,10721.110400000001,V0063,"Pratt, Burns and Berry",SA,Net60
SKU000241,Respond Juice,Beverages,Juice,1045.0,7.1763924999999995,9.16446539746159,1.990380843558282,2079.9479815184045,7499.3301624999995,V0006,Benson Group,VIC,Net45
SKU000293,Beautiful Shampoo,Personal Care,Shampoo,1153.0,9.061593,6.5993292089249485,3.8755813435582827,4468.5452891227,10448.016729,V0049,Thomas Group,NSW,Net45
SKU000118,Lay Spray,Cleaning,Spray,934.0,4.896006666666667,5.625498166023166,-0.29000498977505096,-270.8646604498976,4572.870226666667,V0009,"Crane, Richardson and Moore",TAS,Net45
SKU000493,Character Nuts,Snacks,Nuts,2000.0,7.95819875,3.2115389692905048,2.7721870935582826,5544.374187116565,15916.397500000001,V0031,Ware Group,QLD,Net30
SKU000368,Indeed Chips,Snacks,Chips,2166.0,9.559836999999998,6.825424498636291,4.373825343558281,9473.705694147236,20706.606941999995,V0036,Johnson-Wright,NSW,Net30
SKU000349,Note Water,Beverages,Water,2014.0,5.902944999999999,4.381126234177215,0.7169333435582814,1443.9037539263788,11888.531229999999,V0053,Ryan-Nguyen,QLD,Net30
SKU000335,Society Detergent,Cleaning,Detergent,1015.0,10.690717500000002,7.011935169988278,5.504705843558284,5587.276431211659,10851.078262500001,V0030,Ali PLC,QLD,Net45
SKU000399,Improve Bars,Snacks,Bars,1107.0,9.673193571428572,7.253191453265044,4.487181914986854,4967.310379890448,10708.225283571428,V0030,Ali PLC,QLD,Net45
SKU000440,Practice Treats,Pet,Treats,1183.0,9.071774999999999,5.619990444258172,3.8857633435582812,4596.858035429446,10731.909824999999,V0057,Munoz PLC,TAS,Net30
SKU000154,Teacher Nuts,Snacks,Nuts,237.0,5.70016,2.273189007328448,0.5141483435582828,121.85315742331301,1350.93792,V0043,Parker-Ferguson,VIC,Net30
SKU000461,Data Dry Food,Pet,Dry Food,1219.0,10.687688333333334,6.501565983606557,5.501676676891616,6706.54386913088,13028.292078333334,V0023,"Walker, Lynch and Hawkins",WA,Net30
SKU000459,Home Shampoo,Personal Care,Shampoo,1123.0,11.769892000000002,7.203377158135981,6.583880343558285,7393.697625815954,13217.588716000002,V0055,White Group,WA,Net30
SKU000438,Body Bars,Snacks,Bars,1793.0,7.687404999999999,7.254852575710273,2.5013933435582816,4484.998264999999,13783.517165,V0062,Parker LLC,VIC,Net60
SKU000357,Peace Shampoo,Personal Care,Shampoo,1356.0,7.509796,7.031816780821917,2.323784343558282,3151.0515698650306,10183.283376,V0058,"Schroeder, Gibbs and Smith",NSW,Net30
SKU000435,Theory Shampoo,Personal Care,Shampoo,1129.0,8.563007857142857,5.900581937664288,3.3769962007011394,3812.6287105915862,9667.635870714286,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000472,Something Spray,Cleaning,Spray,1227.0,7.05688375,6.297172131147541,1.8708720935582823,2295.5600587960125,8658.79636125,V0056,Mckinney PLC,SA,Net45
SKU000350,Town Nuts,Snacks,Nuts,1216.0,3.5508390000000007,7.202891194615815,-1.6351726564417168,-1988.3699502331276,4317.820224000001,V0075,Ross LLC,NSW,Net45
SKU000164,Ground Chips,Snacks,Chips,867.0,8.450570833333332,5.749822347740667,3.2645591768916145,2830.3728063650296,7326.644912499999,V0069,Sims Group,VIC,Net60
SKU000363,Side Toothpaste,Personal Care,Toothpaste,1200.0,11.127502,6.937906118836914,5.941490343558282,7129.788412269939,13353.0024,V0021,"Baldwin, Haas and Smith",QLD,Net30
SKU000208,Rock Toothpaste,Personal Care,Toothpaste,1835.0,11.40270125,7.865585681557847,6.216689593558282,11407.625404179447,20923.95679375,V0035,Williams-Scott,VIC,Net60
SKU000327,Education Nuts,Snacks,Nuts,208.0,5.185560000000001,7.012432375337757,-0.0004516564417169633,-0.09394453987712836,1078.5964800000002,V0016,"Zhang, Jones and Castro",TAS,Net30
SKU000575,Nature Dry Food,Pet,Dry Food,1023.0,3.502946,4.587142654364797,-1.6830656564417175,-1721.776166539877,3583.513758,V0044,Taylor-Le,TAS,Net30
SKU000401,Production Tea,Beverages,Tea,147.0,9.8503175,4.705836496980155,4.664305843558282,685.6529590030674,1447.9966725,V0052,Rios and Sons,VIC,Net30
SKU000446,Center Spray,Cleaning,Spray,437.0,6.739039000000001,9.875043703199456,1.5530273435582833,678.6729491349698,2944.9600430000005,V0077,"Miller, Castillo and Vasquez",SA,Net45
SKU000342,The Spray,Cleaning,Spray,377.0,8.114133333333333,11.1962,2.9281216768916156,1103.9018721881391,3059.0282666666667,V0046,Baker LLC,TAS,Net30
SKU000374,Party Water,Beverages,Water,401.0,8.658168,7.738811625460285,3.4721563435582823,1392.3346937668712,3471.925368,V0051,Hartman-Jones,WA,Net45
SKU000542,Claim Wipes,Cleaning,Wipes,468.0,6.552103333333334,7.245995658263306,1.3660916768916165,639.3309047852765,3066.3843600000005,V0047,"Wright, Sosa and Fisher",NSW,Net60
SKU000265,Consumer Chips,Snacks,Chips,466.0,7.966985000000001,2.9252188335358444,2.7809733435582835,1295.93357809816,3712.6150100000004,V0048,"Sullivan, Benjamin and Whitehead",SA,Net60
SKU000077,Expert Dry Food,Pet,Dry Food,887.0,9.117776,4.989426482830385,3.9317643435582816,3487.474972736196,8087.467311999999,V0040,"Pruitt, Mendoza and Benton",QLD,Net30
SKU000467,Same Dry Food,Pet,Dry Food,631.0,4.9233175000000005,5.48774257161892,-0.2626941564417171,-165.7600127147235,3106.6133425000003,V0005,"Patterson, Thomas and Potter",VIC,Net60
SKU000018,Check Bars,Snacks,Bars,860.0,9.475251666666667,6.563896202090593,4.289240010224949,3688.7464087934563,8148.716433333333,V0077,"Miller, Castillo and Vasquez",SA,Net45
SKU000262,Activity Chips,Snacks,Chips,335.0,7.862780000000001,5.593211345646437,2.676768343558283,896.7173950920248,2634.0313,V0031,Ware Group,QLD,Net30
SKU000204,Nothing Wipes,Cleaning,Wipes,650.0,6.450173749999999,5.656331834750912,1.2641620935582818,821.7053608128832,4192.6129375,V0032,"Bennett, Wright and Walter",WA,Net45
SKU000142,Baby Shampoo,Personal Care,Shampoo,743.0,6.24559,7.18422480359147,1.0595783435582824,787.2667092638038,4640.47337,V0072,Jones-Johnson,QLD,Net45
SKU000270,Someone Dry Food,Pet,Dry Food,591.0,7.906514999999999,5.387832863849765,2.7205033435582813,1607.8174760429442,4672.750364999999,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000048,Environmental Dry Food,Pet,Dry Food,383.0,8.49715,6.354868918918919,3.311138343558282,1268.165985582822,3254.40845,V0039,"Mendoza, King and Haley",SA,Net30
SKU000175,Surface Soap,Personal Care,Soap,1052.0,8.678988,7.617617829457365,3.492976343558283,3674.6111134233133,9130.295376,V0051,Hartman-Jones,WA,Net45
SKU000224,Property Spray,Cleaning,Spray,687.0,5.10965,5.7778914824296015,-0.07636165644171733,-52.4604579754598,3510.3295500000004,V0007,"Townsend, Russell and Ramos",NSW,Net45
SKU000026,Yet Tea,Beverages,Tea,373.0,4.20185,5.083167562286273,-0.9841616564417173,-367.09229785276057,1567.29005,V0003,Morton-Hunt,SA,Net60
SKU000475,Real Wipes,Cleaning,Wipes,191.0,2.9065600000000003,6.18845261358085,-2.2794516564417173,-435.37526638036803,555.15296,V0052,Rios and Sons,VIC,Net30
SKU000326,College Shampoo,Personal Care,Shampoo,1010.0,8.67834,8.155321126058794,3.492328343558283,3527.2516269938656,8765.1234,V0002,"Campbell, Bridges and Fritz",SA,Net45
SKU000281,Design Treats,Pet,Treats,423.0,6.154047500000001,7.607876687116565,0.9680358435582832,409.4791618251538,2603.1620925,V0063,"Pratt, Burns and Berry",SA,Net60
SKU000596,Spend Treats,Pet,Treats,528.0,3.8876175,3.691722237380627,-1.2983941564417174,-685.5521146012268,2052.66204,V0014,Deleon and Sons,WA,Net30
SKU000045,Air Toothpaste,Personal Care,Toothpaste,371.0,10.70312,7.484934110084371,5.517108343558283,2046.8471954601227,3970.85752,V0005,"Patterson, Thomas and Potter",VIC,Net60
SKU000279,Upon Juice,Beverages,Juice,672.0,4.35739,7.617690191545575,-0.8286216564417179,-556.8337531288345,2928.16608,V0010,Martinez Inc,SA,Net60
SKU000448,Spend Wipes,Cleaning,Wipes,90.0,3.4805149999999996,9.43952220200182,-1.705496656441718,-153.4946990797546,313.24634999999995,V0029,"Roach, Mullen and Russell",QLD,Net60
SKU000191,Pay Spray,Cleaning,Spray,323.0,8.2099,9.594071559633026,3.0238883435582817,976.715934969325,2651.7976999999996,V0004,"Rose, Kramer and Smith",QLD,Net45
